,x,y,ap1,ap2,ap3,ap4,ap5,ap6,label
2791,1818,477,-55.92214261252472,-55.043556310852665,-48.604826189191925,-55.177018289176985,-54.033388175450305,-56.21143968912769,31.122
2792,1774,430,-61.554012660453665,-52.84453711776464,-47.31525288001255,-58.92147640938239,-55.82371193974861,-51.212382399795864,28.596
2797,1645,138,-54.31634851425903,-50.883261814894496,-43.26836136505197,-58.99190859860585,-57.66896552049818,-54.80258338547004,13.48
2798,1587,109,-59.60114992830248,-63.357819721264434,-56.25977862493662,-60.93288441953705,-55.749338271793725,-58.56719574417954,11.798
2799,1640,147,-54.12836430791877,-47.37882137310278,-41.996184995499874,-58.23565091849831,-51.71794274146482,-55.292029920504206,13.91
2802,1798,242,-56.442625426294136,-52.19896544221167,-38.76959725635197,-52.87293361527466,-54.5061606268051,-53.24834738212744,19.292
2803,1863,243,-62.972926925660445,-50.79855617294093,-38.85825310581242,-59.691137714567326,-56.428160693292185,-56.787427123646175,19.602
2804,1858,307,-58.14772362213016,-51.082705478990746,-39.97816001370491,-62.85444235216782,-57.24957057983103,-61.20099078452829,22.782
2806,1842,434,-58.57827274549878,-53.37046059199263,-44.364611804134604,-56.445037022854066,-56.558497833982955,-52.15909068417076,29.067999999999998
2807,1848,498,-54.94662189699436,-61.43155193642167,-45.46664816724242,-64.57005841098811,-63.74716610578268,-51.81713171666818,32.292
2808,1857,562,-58.19623383278498,-52.54950466858247,-47.15345254580764,-58.59693811863782,-53.49215211404429,-52.46820590852499,35.528
2810,1874,689,-57.86481467779371,-59.84166882164162,-50.28299564354961,-60.097545010083266,-60.95760435477595,-53.192945945032506,41.946000000000005
2811,1879,753,-54.183851607437106,-54.856122849366685,-54.760113323400226,-56.26973227414511,-54.769677656354006,-58.02650516782185,45.166
2813,1897,879,-65.04715633585177,-80.49648869468773,-57.32983642127118,-56.05912175224148,-62.1569554169361,-66.62405307001626,51.538000000000004
2814,1887,943,-55.130637633269956,-54.96480957857759,-55.38634094194868,-55.645931642667094,-50.56766733365749,-49.210704951210985,54.698
2816,1833,1059,-60.70585102494522,-56.38217731743985,-53.915878798166574,-60.76289829390956,-49.36244281800132,-49.159014560332906,60.282000000000004
2817,1796,1112,-68.89371235330248,-56.5495110780877,-58.941507981694514,-55.212004265742856,-56.050625594236806,-46.767313334753304,62.784
2818,1766,1169,-60.273053324339884,-53.124028343385,-53.75958956105532,-59.40088309682717,-49.50583188434631,-44.91421856317325,65.51400000000001
2822,1745,1370,-61.51555768867395,-58.66445868930519,-61.95022176673292,-58.508639269911946,-50.21641286391447,-38.62116852639968,75.48
2823,1755,1306,-62.53379750126716,-57.41670121257477,-94.46848900750881,-73.29269277547911,-59.624086781465415,-39.100774696818554,72.32
2824,1766,1243,-55.160226607521274,-53.94385348581451,-69.21831205114866,-54.50339818098924,-60.537287274035506,-46.368865593474844,69.214
2826,1756,1115,-60.45023976582294,-60.953646144300535,-56.68575478710637,-52.16840568190902,-51.4166174183925,-49.41598933854966,62.774
2827,1754,1051,-61.4773774009244,-62.06003004132593,-70.81603161888756,-56.65211884527533,-55.13095513541895,-50.69353274879984,59.565999999999995
2829,1745,923,-54.96847588507254,-53.081336669031145,-49.97959426681982,-52.7647501877277,-52.56948671943128,-44.918851052429886,53.129999999999995
2830,1736,860,-56.34135321661097,-57.644778535663264,-51.65203989411809,-56.182065027045496,-54.09033261791712,-53.92774432283442,49.944
2833,1668,680,-55.61571696137493,-49.83317855135784,-57.087410333994335,-52.48989643180515,-50.63517994633153,-48.83707254448389,40.672
2835,1619,562,-53.849235896833285,-50.010251927609715,-50.535242509409635,-54.294219100041886,-57.964116729290424,-50.618227761304155,34.576
2836,1600,500,-57.353260877616556,-53.26202177439573,-48.031266506494596,-59.30856342074996,-52.93749241252505,-52.13808430458453,31.4
2837,1593,436,-54.55574340177879,-49.24646220485781,-49.728814397057334,-58.88304148936396,-58.12935251378981,-54.804631388069474,28.172
2839,1576,309,-54.30290480679191,-47.59681419616073,-52.09409936740174,-63.60452551439033,-56.145539566021576,-57.03578714455013,21.753999999999998
2840,1571,245,-52.17386340450945,-52.28696761709092,-44.82276143274098,-59.44184129744461,-55.28354236203782,-51.7371872305834,18.534
2842,1567,117,-54.03534112575498,-51.74342223921692,-49.11562849975514,-64.08091588205879,-53.98920262749868,-57.91142030368418,12.117999999999999
2843,1503,122,-53.9672001067445,-46.814209952250245,-45.374056232809735,-57.96568370564722,-57.92800118605467,-54.078093207407285,12.111999999999998
2845,1375,116,-57.299777454538905,-45.12790984065639,-48.948544106239055,-55.65037990111408,-56.550477034484786,-63.2296885268554,11.3
2846,1311,113,-54.36476711258655,-44.401606127492734,-65.17738846662552,-58.68062558913685,-53.004633646915906,-50.58410382090365,10.894
2847,1248,125,-55.88980292481465,-45.24569101891796,-60.74312913383123,-53.5346352771548,-52.77948938041064,-57.66195851951535,11.242
2849,1127,168,-55.32340366680479,-38.865247633847176,-50.68185711880194,-52.74396388875418,-58.620363772201245,-56.176254673682706,12.908000000000001
2851,1032,254,-61.00168186539821,-40.59275241564129,-50.543638745784534,-53.432349862928774,-58.23273841623446,-55.00542757787899,16.828
2852,995,306,-55.281760781068556,-43.65011497298355,-59.928695304865684,-57.295658287975854,-63.47404564066481,-55.498211502440114,19.28
2858,658,485,-51.45629422519292,-60.73317222555022,-56.663578849467136,-56.28731635372776,-55.79291276701372,-58.6264706559715,26.882
2859,599,509,-50.40332085135656,-48.5929855977378,-54.394799568815515,-65.72256802737577,-57.80215166601137,-53.50744536056497,27.846
2860,538,531,-46.968645336152235,-53.42776416696661,-55.12764229383508,-50.305552633221524,-52.909983640316284,-57.466380947121436,28.702
2861,480,557,-48.87111184914297,-48.24363871265555,-55.94768955414005,-59.034089244498276,-63.36396350582707,-63.421735963436504,29.770000000000003
2864,308,643,-54.54700596202184,-57.90178845182068,-56.43492558231925,-54.45702959506136,-54.8395887281208,-54.1662073253045,33.382
2865,251,673,-48.05858646465937,-52.50012925484426,-58.80334673009186,-57.58279318979049,-64.30349761638529,-58.74154326370734,34.653999999999996
2867,130,716,-49.37422210208251,-57.24121170697495,-70.83178562256838,-64.54088293646225,-56.26942277547145,-57.40239804160298,36.32
2869,140,844,-58.913505407921036,-62.320585042205195,-62.34074092407319,-54.39310439496953,-54.0341616018718,-52.06532654928499,42.760000000000005
2870,143,908,-52.136576448293894,-53.653097543776155,-59.06497737962632,-47.80786153225887,-59.61030282983734,-57.55837055524884,45.972
2872,155,1036,-55.93749252382274,-59.701963073245366,-57.30272704351371,-55.585995406282336,-52.83086472544095,-58.918884446882345,52.419999999999995
2873,168,1099,-58.46911927879303,-55.8620699932804,-64.00784021828183,-42.17576358777754,-58.18932706061861,-52.63933548234266,55.622
2878,280,1369,-53.70895092635182,-52.63887523844176,-61.04295161746202,-44.349183508342946,-53.93818670158104,-58.93285011825636,69.57000000000001
2879,236,1322,-78.39445214983421,-55.972840302143524,-61.967154015007,-41.368205214403034,-46.93504807368315,-56.59302215655242,67.044
2881,136,1241,-61.65431924313202,-56.53463968889348,-58.329647396384246,-39.00265883407164,-50.01898304210779,-55.59148345302412,62.593999999999994
2884,256,1091,-62.9159937267663,-60.03138006631319,-75.69061651740766,-55.81488696390068,-51.74565523883592,-58.614398278993825,55.574
2885,301,1045,-55.30424393821587,-52.64086799997485,-63.721816264536244,-45.59296207845378,-52.8550670205986,-52.339289207933355,53.454
2887,393,955,-51.31800094144065,-56.56475785749328,-55.63904925984989,-49.256478410484696,-49.71294876270318,-53.63186712108145,49.322
2894,768,746,-58.36624570260044,-52.258439702913115,-56.41613449723025,-58.66587746697755,-50.90360652337765,-60.05027840615503,40.372
2895,829,727,-54.89840033665132,-48.62748404523618,-65.2321811052147,-50.743537467419095,-50.7084450744417,-56.08600520481688,39.666000000000004
2896,890,707,-56.55916109245524,-49.7406933498044,-66.98395420344941,-56.5646827061058,-51.682644275404584,-58.14708086445718,38.910000000000004
2898,1018,716,-58.62285425464144,-51.085547873840056,-54.96385275410161,-55.279582039976106,-57.35966613879951,-59.26778489346687,39.872
2899,1082,721,-56.6946168018919,-53.55740533239264,-55.31919780583944,-54.61705405883343,-58.644919053235924,-59.104828161270305,40.378
2900,1146,714,-70.48026794049144,-51.612671365029314,-85.66379501180847,-52.498301409564796,-52.758903928153906,-53.1677094231737,40.284000000000006
2902,1275,710,-54.64455409682701,-57.681520334596826,-58.09298083556964,-73.82917451375724,-58.62201070398502,-49.405424708047505,40.6
2903,1339,713,-58.03398166578468,-49.30975964609232,-49.68460587274245,-53.010926534509856,-49.68741858545593,-70.49010291343089,41.006
2904,1403,713,-50.64031986905861,-58.149979882558924,-53.75636581821051,-53.073224611452254,-50.453843509551184,-49.33963242392365,41.262
2906,1532,714,-62.033697931400894,-54.32947164524444,-50.68876220625586,-54.384507506432065,-53.987410386462244,-52.00123203167419,41.828
2907,1596,712,-58.80956755831116,-52.51273342768115,-51.95549379621834,-52.083573223950104,-54.99440180487801,-62.41506474036548,41.984
2908,1657,730,-63.45371370500243,-55.23578403034739,-50.224478167519386,-59.44824300499212,-56.04097848831809,-48.527306829884495,43.128
2910,1783,743,-58.684269606782074,-63.06531373714644,-57.623979707415494,-56.25459437652674,-72.15689124310106,-59.46502782986049,44.282
2911,1846,759,-55.846074216711145,-52.09628130107884,-48.067506449641606,-53.65162230099236,-50.61964084142289,-50.78627331499046,45.334
2912,1858,696,-65.77011641572047,-60.38697226384589,-48.94377620594894,-56.89730987213497,-56.87556450824293,-56.00108752124556,42.232
2913,1858,632,-54.360976449265834,-56.374110901212205,-71.09866022671393,-63.52689239787799,-57.269729878532374,-61.26454009776727,39.032000000000004
2914,1867,568,-58.236261004660975,-54.58826612252946,-47.80118584715838,-52.58188380429549,-55.48596571022455,-51.028946196171425,35.867999999999995
2915,1887,507,-53.69454052240389,-61.88688775723203,-52.0172218826515,-55.979699806493095,-56.42926971977846,-66.20625948420857,32.898
2916,1828,533,-56.33550692262162,-56.33705253433899,-48.609941220609365,-61.228117109387014,-57.99882117014698,-59.492544774444,33.961999999999996
2917,1773,566,-57.192788527553205,-50.55457822165835,-50.64798048316139,-60.25377723555653,-58.56534852815581,-56.26498376879826,35.392
2919,1661,630,-58.33884212811917,-52.52805590214986,-49.56443629561549,-55.70950392744878,-53.44977850332298,-49.81566737598678,38.144
2920,1602,653,-55.55978430023225,-51.524118674334495,-47.95491939921037,-57.30569024801432,-65.74629474834117,-51.834652727487466,39.058
2921,1541,676,-61.95956478136442,-50.62723086293161,-71.6998595759509,-56.99192268212031,-52.50184159603448,-49.2475627204435,39.964
2922,1481,697,-60.70799699508082,-54.3274105328609,-49.47397051927666,-58.429953465629865,-55.68075286085727,-50.32092781215094,40.774
2923,1419,714,-53.38178683190512,-54.06532812022347,-54.546521084917785,-54.43035596451615,-57.6269264824211,-49.191480243992,41.376000000000005
2924,1362,743,-56.65640579571631,-53.25115799295614,-57.020641124670846,-56.53194670559935,-52.639805483739465,-57.65108331292572,42.598
2925,1301,765,-55.805608703774645,-55.28864545199619,-49.7583902877668,-51.26474487908964,-50.901241794691586,-55.61311693395556,43.454
2929,1060,844,-55.636321052049766,-54.25456962899013,-54.72495793058954,-67.89511471474094,-54.96667265312305,-60.322858697147296,46.440000000000005
2930,1001,869,-62.9306192086799,-59.31060000580652,-59.10424401152473,-60.74781134534213,-57.54413007171117,-60.24504652539416,47.454
2932,891,935,-55.75696181767397,-60.675097710159974,-56.94300756305684,-52.15156630788181,-47.75847972254412,-54.121434728181995,50.314
2937,618,1099,-53.68180014450476,-58.76700760010725,-57.307951759257854,-49.57844068321602,-47.27784358609523,-51.87022713597095,57.422000000000004
2938,557,1117,-57.20161306414991,-80.98476621141369,-62.56922941535626,-48.48686537333157,-46.74926781032767,-53.77889635302779,58.078
2939,493,1109,-67.26383967045643,-54.508159692028954,-58.7331553133527,-51.17385813485154,-52.21211150555839,-56.95524717376405,57.422000000000004
2941,365,1097,-51.204090376965894,-54.70619640325986,-56.6722914674854,-46.601200133811005,-48.15891157307617,-60.03856801260922,56.31
2942,301,1105,-52.26171936366181,-53.02666126822197,-59.26910545918011,-44.27110358715706,-53.78349693822554,-54.07355392413555,56.454
2943,244,1135,-55.63382157653378,-65.50223753981196,-59.88798993998482,-43.98156192694298,-54.690903030564186,-54.74745821827557,57.726
2945,121,1165,-54.81671030637032,-62.090276888699805,-65.32370339773215,-51.64907023195642,-53.472927855719334,-67.04580995283521,58.734
2947,114,1293,-55.945765899823535,-60.051990141573796,-53.24444994765655,-35.54768745655734,-50.62715933647504,-65.05583472881503,65.10600000000001
2948,132,1354,-54.65153279987264,-56.234758486985676,-56.92524256754051,-29.455757539605333,-53.2767703427552,-54.75002124819126,68.22800000000001
2950,243,1379,-67.87158407757704,-65.4323301947523,-57.91288305180967,-38.69594969397141,-49.56827182104323,-59.80999887628873,69.922
2951,307,1371,-52.764403042487764,-54.28168797137146,-56.27633429321708,-46.82363856856174,-60.81943010843254,-55.453108870104586,69.77799999999999
2952,371,1373,-53.90856481132869,-55.18304145455009,-57.479852744021414,-42.96594960181796,-52.017073232032814,-55.141904440645924,70.134
2954,495,1346,-55.17952576208661,-60.63099129056626,-56.645561001136656,-46.02110219140957,-47.589666556877546,-57.961329112693996,69.28
2955,558,1332,-52.7338944043753,-57.38850619538741,-53.57867554015462,-45.56991605478189,-45.1923019447182,-69.61080745697004,68.832
2956,621,1320,-63.8305610644404,-56.404846147575796,-57.178717704892534,-55.62417832378421,-46.35164559243908,-61.42872250216169,68.484
2958,749,1311,-51.835324676694874,-55.24930774011129,-54.15295641050378,-48.71398909159426,-42.041798737646005,-53.6278457905771,68.54599999999999
2959,812,1320,-56.37398297566286,-56.59005540559931,-56.158700272656,-54.67384631704072,-39.460963779524654,-55.71597147563579,69.248
2960,875,1305,-54.754942142232395,-59.937681613998166,-57.49889112617755,-55.22620494073095,-41.585868079002275,-59.182217387850386,68.75
2962,1002,1320,-55.52942396971383,-59.99008058290757,-56.58357941756325,-59.87782970419289,-35.08091978683324,-57.598999922943996,70.008
2963,1066,1324,-58.00521638020035,-67.60993485632629,-54.31248729071556,-58.58104728736289,-35.28330029310621,-51.96225270934409,70.464
2964,1130,1330,-57.25185362569348,-70.19029370412797,-57.330050799442006,-57.099375124886336,-40.87972400470569,-49.81147924389039,71.02
2966,1258,1313,-58.01159709888217,-53.72322018541293,-54.41344193881872,-53.89913405626344,-47.36503753736731,-50.60047951598432,70.682
2967,1321,1300,-58.10971748774597,-55.026074996032996,-53.129801118122764,-55.04091982288376,-44.576056950055154,-58.42474234132628,70.284
2968,1385,1306,-59.57080067281553,-58.97417551672501,-62.111278797147904,-53.97076905260946,-55.4630078797164,-47.16885847200267,70.84
2970,1511,1317,-55.2177800453735,-55.26251102500169,-60.6601853009944,-73.75880417771565,-49.41885973332438,-44.661130433051326,71.89399999999999
2971,1574,1332,-55.636478086120846,-56.84590014932209,-57.47267907127427,-61.20562921595091,-47.77586951907095,-47.616984832728626,72.896
2972,1636,1318,-57.41204201994481,-51.20114123590285,-50.29937188537437,-63.53855585202106,-50.992494147291566,-43.600299343661334,72.444
2974,1761,1288,-61.023996904238956,-52.38003548815555,-71.26195842563307,-66.4867390995877,-51.87174588419292,-42.21725264055276,71.444
2975,1822,1268,-53.3837996814393,-54.59102881988969,-55.94253664553249,-60.693436768613125,-48.70706391834277,-40.1746210290319,70.688
2976,1881,1243,-56.68572598890607,-53.52317811348544,-56.13584353420799,-60.78539918965498,-50.319565000191986,-44.13831899566457,69.67399999999999
